index;Publishing Year;Book Name;Author;language_code;Author_Rating;Book_average_rating;Book_ratings_count;genre;gross sales;publisher revenue;sale price;sales rank;Publisher ;units sold
429;20090;The Gathering Storm;Robert Jordan, Brandon Sanderson;eng;Excellent;434;94095;genre fiction;75012;0;399;473;Amazon Digital Services,  Inc.;5076
430;18710;Middlemarch;George Eliot, Michel Faber;eng;Intermediate;393;95995;nonfiction;18612;0;99;474;Amazon Digital Services,  Inc.;5076
431;20120;Point of Retreat;Colleen Hoover;eng;Excellent;43;109344;genre fiction;18513;0;99;475;Amazon Digital Services,  Inc.;5049
432;19970;The Partner;John Grisham;;Intermediate;389;86870;genre fiction;74613;0;399;476;Amazon Digital Services,  Inc.;5049
433;19730;The Hobbit and The Lord of the Rings;J.R.R. Tolkien;eng;Famous;459;90907;genre fiction;18414;110484;99;477;Amazon Digital Services,  Inc.;5022
434;20090;Thoughtless;S.C. Stephens;eng;Excellent;412;90483;genre fiction;111414;668484;599;478;Penguin Group (USA) LLC;5022
435;19860;Presumed Innocent;Scott Turow;;Excellent;41;91774;genre fiction;55315;33189;299;479;Amazon Digital Services,  Inc.;4995
436;19890;The Dark Half;Stephen King;eng;Intermediate;374;94624;genre fiction;55016;330096;299;482;Macmillan;4968
437;20060;Cleopatra: A Life;Stacy Schiff;eng;Intermediate;362;73994;genre fiction;18117;0;99;483;Amazon Digital Services,  Inc.;4941
438;20050;The World Is Flat: A Brief History of the Twenty-first Century;Thomas L. Friedman;en-US;Intermediate;366;78271;genre fiction;54418;326508;299;485;Hachette Book Group;4914
439;20130;Steelheart;Brandon Sanderson;eng;Excellent;416;76261;genre fiction;124306;745836;683;486;Penguin Group (USA) LLC;4914
440;19950;;Marcus Pfister, J. Alison James;en-US;Excellent;415;95421;genre fiction;90319;0;499;488;Amazon Digital Services,  Inc.;4887
441;18640;Voyage au centre de la Terre;Jules Verne;eng;Intermediate;384;89410;nonfiction;17262;103572;959;489;Macmillan;4860
442;20090;The Happiness Project;Gretchen Rubin;eng;Intermediate;357;94456;genre fiction;17721;106326;99;491;Amazon Digital Services,  Inc.;4833
443;19620;The Man in the High Castle;Philip K. Dick;eng;Intermediate;366;84180;genre fiction;228046;1368276;1274;492;Hachette Book Group;4833
444;19740;Helter Skelter: The True Story of The Manson Murders;Vincent Bugliosi, Curt Gentry;en-GB;Intermediate;40;92158;genre fiction;17622;0;99;493;Amazon Digital Services,  Inc.;4806
445;;;Robert Kapilow, Dr. Seuss;;Famous;444;90574;nonfiction;53222;319332;299;493;Hachette Book Group;4806
446;13200;Inferno;Dante Alighieri, Anthony M. Esolen;;Intermediate;399;87511;fiction;35422;212532;199;493;Hachette Book Group;4806
447;20120;Shadow of Night;Deborah Harkness;eng;Excellent;404;97925;genre fiction;124244;745464;698;494;Amazon Digital Services,  Inc.;4806
448;20140;Leaving Time;Jodi Picoult;eng;Intermediate;394;76553;fiction;17523;105138;99;495;Amazon Digital Services,  Inc.;4779
449;20060;Moon Called;Patricia Briggs;eng;Excellent;418;129150;genre fiction;35024;0;199;497;Amazon Digital Services,  Inc.;4752
450;20060;Blue Bloods;Melissa de la Cruz;en-US;Intermediate;368;116687;genre fiction;70224;421344;399;497;Amazon Digital Services,  Inc.;4752
451;19940;The Alienist;Caleb Carr;eng;Excellent;405;96981;genre fiction;123024;738144;699;498;HarperCollins Publishers;4752
452;20150;Between the World and Me;Ta-Nehisi Coates;eng;Famous;44;74218;genre fiction;52325;0;299;499;Amazon Digital Services,  Inc.;4725
453;16670;Paradise Lost;John Milton, John      Leonard;eng;Intermediate;38;96316;genre fiction;86826;0;499;502;Amazon Digital Services,  Inc.;4698
454;20090;The Big Short: Inside the Doomsday Machine;Michael   Lewis;en-US;Excellent;426;37090;fiction;121626;729756;699;502;Simon and Schuster Digital Sales Inc;4698
455;19990;The Girl Who Loved Tom Gordon;Stephen King;;Intermediate;356;95768;nonfiction;134676;808056;774;503;Amazon Digital Services,  Inc.;4698
456;20110; A Monster Calls ;Patrick Ness, Jim Kay, Siobhan Dowd;eng;Excellent;436;104579;genre fiction;184245;110547;1065;505;Random House LLC;4671
457;20100;Towers of Midnight;Robert Jordan, Brandon Sanderson;en-US;Famous;442;91383;fiction;34427;206562;199;505;Amazon Digital Services,  Inc.;4671
458;19710;The Day of the Jackal;Frederick Forsyth;eng;Excellent;425;85883;genre fiction;17127;0;99;508;Amazon Digital Services,  Inc.;4671
459;20100;Rework;Jason Fried, David Heinemeier Hansson;eng;Intermediate;393;88626;genre fiction;51727;310362;299;509;Simon and Schuster Digital Sales Inc;4671
460;20110;Attachments;Rainbow Rowell;eng;Intermediate;395;105414;genre fiction;17028;102168;99;511;Amazon Digital Services,  Inc.;4644
461;20050;The Twilight Saga;Stephenie Meyer, Ilyana Kadushin, Matt Walters;;Intermediate;388;89204;genre fiction;163228;979368;949;513;Penguin Group (USA) LLC;4644
462;20120;Tell the Wolves I'm Home;Carol Rifka Brunt;eng;Excellent;404;85582;genre fiction;34029;0;199;514;Amazon Digital Services,  Inc.;4617
463;19720;All Creatures Great And Small;James Herriot;eng;Excellent;431;64779;genre fiction;102429;0;599;514;Amazon Digital Services,  Inc.;4617
464;20110;The Unbecoming of Mara Dyer;Michelle Hodkin;eng;Excellent;409;83847;fiction;187929;1127574;1099;516;Macmillan;4617
465;19970;Three to Get Deadly;Janet Evanovich;en-US;Excellent;414;113400;genre fiction;110979;665874;649;517;Hachette Book Group;4617
466;19050;The Scarlet Pimpernel;Emmuska Orczy;eng;Excellent;406;93217;fiction;64809;388854;379;517;Hachette Book Group;4617
467;19710;The Monster at the End of This Book;Jon Stone, Michael J. Smollin;eng;Famous;445;102184;genre fiction;34029;0;199;518;Amazon Digital Services,  Inc.;4617
468;19720;Tales of a Fourth Grade Nothing;Judy Blume;eng;Excellent;409;106435;genre fiction;5083;30498;299;519;Penguin Group (USA) LLC;4590
469;20120;Shadow and Bone;Leigh Bardugo;eng;Excellent;405;135225;fiction;6783;0;399;519;Amazon Digital Services,  Inc.;4590
470;20090;Het diner;Herman Koch, Sam Garrett;eng;Novice;322;74979;genre fiction;8483;0;499;520;Amazon Digital Services,  Inc.;4590
471;20130;Champion;Marie Lu;eng;Excellent;437;114623;nonfiction;168831;1012986;999;523;Simon and Schuster Digital Sales Inc;4563
472;19850;Contact;Carl Sagan;eng;Excellent;411;90917;genre fiction;135031;810186;799;524;Random House LLC;4563
473;20110;Lola and the Boy Next Door;Stephanie Perkins;en-US;Intermediate;40;108370;genre fiction;67431;404586;399;524;Amazon Digital Services,  Inc.;4563
474;19990;White Teeth;Zadie Smith;en-US;Intermediate;375;82474;fiction;16731;100386;99;524;Amazon Digital Services,  Inc.;4563
475;20120;American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History;Chris Kyle, Scott McEwen, Jim DeFelice;eng;Intermediate;397;61422;genre fiction;215306;1291836;1274;525;Macmillan;4563
476;20040;My Horizontal Life: A Collection of One-Night Stands;Chelsea Handler;en-GB;Intermediate;379;83607;nonfiction;129454;776724;766;526;Simon and Schuster Digital Sales Inc;4563
477;20110;The Power of Six;Pittacus Lore;eng;Excellent;417;97938;fiction;184379;1106274;1091;526;Macmillan;4563
478;20130;The Interestings;Meg Wolitzer;eng;Intermediate;354;76566;genre fiction;134232;805392;799;528;HarperCollins Publishers;4536
479;19880;The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury;Bill Watterson;en-US;Famous;465;93001;genre fiction;16632;0;99;530;Amazon Digital Services,  Inc.;4536
480;20080;People of the Book;Geraldine Brooks;eng;Intermediate;40;95796;genre fiction;129192;775152;769;531;Penguin Group (USA) LLC;4536
481;20120;The Secret Keeper;Kate Morton;;Excellent;413;89460;genre fiction;33233;199398;199;532;HarperCollins Publishers;4509
482;19530;Better Homes & Gardens New Cook Book;Better Homes and Gardens;;Excellent;414;93640;nonfiction;16533;0;99;534;Amazon Digital Services,  Inc.;4509
483;19840;So Long, and Thanks for All the Fish;Douglas Adams;eng;Excellent;408;93774;genre fiction;198563;1191378;1189;535;HarperCollins Publishers;4509
484;19270;Der Steppenwolf: ErzÃ¤hlung;Hermann Hesse, Basil Creighton;eng;Excellent;411;80769;fiction;83333;499998;499;535;Amazon Digital Services,  Inc.;4509
485;20010;The Surgeon;Tess Gerritsen;en-GB;Excellent;41;89468;nonfiction;183533;1101198;1099;536;Random House LLC;4509
486;20120;The Girl You Left Behind;Jojo Moyes;eng;Intermediate;395;80991;genre fiction;115204;691224;694;537;Random House LLC;4482
487;19960;Royal Assassin;Robin Hobb;eng;Excellent;421;82608;fiction;16434;0;99;538;Amazon Digital Services,  Inc.;4482
488;19530;Childhood's End;Arthur C. Clarke;en-US;Excellent;409;87141;genre fiction;122674;0;739;539;Amazon Digital Services,  Inc.;4482
489;20040; The Tale of Despereaux;Kate DiCamillo, Timothy Basil Ering;en-US;Intermediate;40;113066;genre fiction;115335;69201;699;541;Penguin Group (USA) LLC;4455
490;20070;Animal, Vegetable, Miracle: A Year of Food Life;Barbara Kingsolver, Steven L. Hopp, Camille Kingsolver, Richard A. Houser;en-US;Excellent;403;83881;genre fiction;82335;49401;499;542;Amazon Digital Services,  Inc.;4455
491;20140;Heir of Fire;Sarah J. Maas;eng;Famous;453;123843;genre fiction;16335;9801;99;543;Hachette Book Group;4455
492;19940;;Robert Jordan;eng;Excellent;41;91046;fiction;82335;49401;499;544;Hachette Book Group;4455
493;20090;The Sweetness at the Bottom of the Pie;Alan Bradley;eng;Intermediate;381;99841;genre fiction;175725;105435;1065;545;Penguin Group (USA) LLC;4455
494;20030;Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality;Donald Miller;en-US;Intermediate;392;82090;genre fiction;16236;0;99;546;Amazon Digital Services,  Inc.;4428
495;20050;A Breath of Snow and Ashes;Diana Gabaldon;eng;Famous;443;87098;nonfiction;17466;104796;1065;547;Penguin Group (USA) LLC;4428
496;20140;The Blood of Olympus;Rick Riordan;eng;Famous;441;110719;genre fiction;16236;97416;99;549;Amazon Digital Services,  Inc.;4428
497;20160;Truly Madly Guilty;Liane Moriarty;eng;Intermediate;355;90477;genre fiction;16236;0;99;549;Amazon Digital Services,  Inc.;4428
498;20120;Saga, Volume One;Brian K. Vaughan, Fiona Staples;eng;Excellent;425;131906;genre fiction;16236;97416;99;550;Amazon Digital Services,  Inc.;4428
499;20110;The Art of Fielding;Chad Harbach;eng;Intermediate;399;81712;genre fiction;32437;194622;199;551;Amazon Digital Services,  Inc.;4401
500;19640;A Moveable Feast;Ernest Hemingway;eng;Excellent;404;69992;genre fiction;81337;488022;499;551;Penguin Group (USA) LLC;4401
501;20060;Fablehaven;Brandon Mull;eng;Excellent;408;99390;genre fiction;147026;882156;902;553;Random House LLC;4401
502;20000;The Wide Window;Lemony Snicket, Brett Helquist;eng;Intermediate;391;118624;genre fiction;16137;96822;99;554;Amazon Digital Services,  Inc.;4401
503;20010;Grave Peril;Jim Butcher;eng;Excellent;418;97736;nonfiction;32238;193428;199;557;Amazon Digital Services,  Inc.;4374
504;20070;Einstein. His Life and Universe;Walter Isaacson;eng;Excellent;408;71156;nonfiction;32238;193428;199;557;Amazon Digital Services,  Inc.;4374
505;20110;Effortless;S.C. Stephens;eng;Excellent;437;83085;genre fiction;16038;96228;99;558;Amazon Digital Services,  Inc.;4374
506;19980;The Street Lawyer;John Grisham;eng;Intermediate;381;80577;genre fiction;32039;192234;199;561;Random House LLC;4347
507;19760;Roll of Thunder, Hear My Cry;Mildred D. Taylor;eng;Intermediate;379;92980;nonfiction;64239;385434;399;561;Hachette Book Group;4347
508;20090;Pride and Prejudice and Zombies;Seth Grahame-Smith, Jane Austen;eng;Novice;328;103995;genre fiction;61502;369012;382;562;Amazon Digital Services,  Inc.;4347
509;20130;Lets Explore Diabetes with Owls;David Sedaris;eng;Intermediate;38;81616;genre fiction;4784;28704;299;565;Macmillan;4320
510;18680;Ð˜Ð´Ð¸Ð¾Ñ‚;Fyodor Dostoyevsky, Constance Garnett, Alan Myers, Joseph Frank, Anna Brailovsky;eng;Excellent;418;74642;fiction;14384;86304;899;565;Penguin Group (USA) LLC;4320
511;19870;Dirk Gently's Holistic Detective Agency;Douglas Adams;en-US;Intermediate;397;89569;nonfiction;4784;0;299;566;Amazon Digital Services,  Inc.;4320
512;20080;Rodrick Rules;Jeff Kinney;en-US;Excellent;41;91831;genre fiction;4784;0;299;567;Amazon Digital Services,  Inc.;4320
513;20150;Why Not Me?;Mindy Kaling;eng;Intermediate;389;74199;genre fiction;15984;95904;999;568;Random House LLC;4320
514;20140;Four: A Divergent Collection;Veronica Roth;eng;Excellent;41;97058;fiction;47541;0;299;570;Amazon Digital Services,  Inc.;4293
515;20150;Modern Romance;Aziz Ansari, Eric Klinenberg;eng;Intermediate;385;94231;genre fiction;15741;0;99;571;Amazon Digital Services,  Inc.;4293
516;20120;The One and Only Ivan;Katherine Applegate, Patricia Castelao;eng;Excellent;424;85136;genre fiction;47541;0;299;572;Amazon Digital Services,  Inc.;4293
517;19970;The Perfect Storm: A True Story of Men Against the Sea;Sebastian Junger;en-US;Excellent;407;45382;genre fiction;63441;380646;399;572;Hachette Book Group;4293
518;20050;Elantris;Brandon Sanderson;eng;Excellent;417;95950;genre fiction;31442;188652;199;574;Simon and Schuster Digital Sales Inc;4266
519;20080;The Knife of Never Letting Go;Patrick Ness;eng;Intermediate;396;99638;genre fiction;113602;681612;719;575;Amazon Digital Services,  Inc.;4266
520;19980;One Thousand White Women: The Journals of May Dodd;Jim Fergus;eng;Intermediate;388;84367;genre fiction;47242;283452;299;576;Amazon Digital Services,  Inc.;4266
521;20090;Handle with Care;Jodi Picoult;eng;Intermediate;396;90138;fiction;142042;852252;899;577;HarperCollins Publishers;4266
522;20040;Song of Susannah;Stephen King, Darrel Anderson;eng;Intermediate;398;84957;genre fiction;46943;0;299;578;Amazon Digital Services,  Inc.;4239
523;20120;Reached;Ally Condie;;Intermediate;356;109290;genre fiction;15543;0;99;580;Amazon Digital Services,  Inc.;4239
524;19810;Midnight's Children;Salman Rushdie;eng;Intermediate;399;75502;nonfiction;147423;884538;939;581;Amazon Digital Services,  Inc.;4239
525;20040;The Zombie Survival Guide: Complete Protection from the Living Dead;Max Brooks;eng;Intermediate;386;82535;genre fiction;15444;0;99;585;Amazon Digital Services,  Inc.;4212
526;19990;The Testament;John Grisham;;Intermediate;383;80377;nonfiction;77844;467064;499;585;Random House LLC;4212
527;19300;Murder at the Vicarage;Agatha Christie;eng;Excellent;403;93963;nonfiction;66924;401544;429;586;HarperCollins Publishing;4212
528;19980;Among the Hidden ;Margaret Peterson Haddix;eng;Intermediate;397;94478;genre fiction;210645;126387;1359;589;HarperCollins Publishers;4185
529;20070;In Defense of Food: An Eater's Manifesto;Michael Pollan;en-US;Excellent;407;80434;genre fiction;61845;0;399;589;Amazon Digital Services,  Inc.;4185
530;19580;The Witch of Blackbird Pond;Elizabeth George Speare;en-US;Intermediate;397;105770;nonfiction;123046;738276;799;591;Penguin Group (USA) LLC;4158
531;20150;The Heir;Kiera Cass;eng;Intermediate;385;111044;genre fiction;61446;0;399;592;Amazon Digital Services,  Inc.;4158
532;20020;Shopaholic Ties the Knot;Sophie Kinsella;eng;Intermediate;377;88139;genre fiction;46046;0;299;594;Amazon Digital Services,  Inc.;4158
533;18590;The Woman in White;Wilkie Collins, Matthew Sweet;eng;Intermediate;398;93134;genre fiction;76846;0;499;594;Amazon Digital Services,  Inc.;4158
534;20150;Career of Evil;Robert Galbraith, J.K. Rowling;eng;Excellent;421;66979;genre fiction;116732;700392;758;595;Penguin Group (USA) LLC;4158
535;20090;The Summer I Turned Pretty;Jenny Han;en-US;Intermediate;396;104730;genre fiction;61047;0;399;596;Amazon Digital Services,  Inc.;4131
536;19980;Four to Score ;Janet Evanovich;en-US;Excellent;417;106871;genre fiction;15147;90882;99;597;Amazon Digital Services,  Inc.;4131
537;19960;The Color of Water: A Black Man's Tribute to His White Mother;James McBride;en-US;Excellent;406;80906;genre fiction;15147;0;99;598;Amazon Digital Services,  Inc.;4131
538;20090;SuperFreakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance;Steven D. Levitt, Stephen J. Dubner;en-US;Intermediate;395;85006;genre fiction;117657;705942;769;600;Penguin Group (USA) LLC;4131
539;20060;Darkfever;Karen Marie Moning;eng;Excellent;414;110812;genre fiction;16188;97128;1065;601;Penguin Group (USA) LLC;4104
540;19950;Stone of Tears;Terry Goodkind;en-US;Excellent;41;83235;genre fiction;111112;666672;731;603;Penguin Group (USA) LLC;4104
541;20100;Heart of the Matter;Emily Giffin;en-US;Intermediate;373;83461;genre fiction;91048;546288;599;603;Simon and Schuster Digital Sales Inc;4104
542;18470;Vanity Fair: A Novel Without a Hero;William Makepeace Thackeray, John Carey;eng;Intermediate;376;91323;genre fiction;14949;0;99;605;Amazon Digital Services,  Inc.;4077
543;19590;The Sirens of Titan;Kurt Vonnegut Jr.;en-GB;Excellent;416;72493;genre fiction;1510;906;10;607;Amazon Digital Services,  Inc.;4077
544;19920;Dolores Claiborne;Stephen King, Dominique Dill;fre;Intermediate;381;71053;genre fiction;66138;396828;438;608;Amazon Digital Services,  Inc.;4077
545;20160;The Nest;Cynthia D'Aprix Sweeney;eng;Novice;345;79762;nonfiction;150849;905094;999;608;Amazon Digital Services,  Inc.;4077
546;20010;Fables, Volume 1: Legends in Exile;Bill Willingham, Lan Medina, Steve Leialoha, Craig Hamilton, James Jean;eng;Intermediate;399;101016;genre fiction;11250;6750;75;610;Penguin Group (USA) LLC;4050
547;20010;Getting Things Done: How To Achieve Stress-free Productivity;David    Allen;en-GB;Intermediate;398;75665;genre fiction;5985;0;399;611;Amazon Digital Services,  Inc.;4050
548;19930;The Celestine Prophecy;James Redfield;en-US;Intermediate;36;72675;genre fiction;59451;356706;399;615;Penguin Group (USA) LLC;4023
549;20120;My Life Next Door ;Huntley Fitzpatrick;eng;Excellent;402;102012;genre fiction;59451;356706;399;615;Simon and Schuster Digital Sales Inc;4023
550;20120;Winter of the World;Ken Follett;eng;Excellent;429;71971;nonfiction;148851;893106;999;616;HarperCollins Publishing;4023
551;20130;è‰²å½©ã‚’æŒãŸãªã„å¤šå´Žã¤ãã‚‹ã¨ã€å½¼ã®å·¡ç¤¼ã®å¹´ [Shikisai o motanai Tazaki Tsukuru to, kare no junrei no toshi];Haruki Murakami, Philip Gabriel;eng;Intermediate;382;67873;fiction;59451;0;399;616;Amazon Digital Services,  Inc.;4023
552;19990;Lucky;Alice Sebold;eng;Intermediate;377;77462;children;142742;856452;958;617;Amazon Digital Services,  Inc.;4023
553;19270;To The Lighthouse ;Virginia Woolf;eng;Intermediate;376;83066;genre fiction;114404;686424;773;619;Macmillan;3996
554;20040;Five Point Someone: What Not to Do at IIT;Chetan Bhagat;en-GB;Novice;343;67438;genre fiction;14652;0;99;620;Amazon Digital Services,  Inc.;3996
555;19930;Guilty Pleasures;Laurell K. Hamilton;eng;Excellent;402;104252;genre fiction;44252;0;299;622;Amazon Digital Services,  Inc.;3996
556;20020;The Messenger;Markus Zusak;en-US;Excellent;409;93119;genre fiction;14553;87318;99;624;Amazon Digital Services,  Inc.;3969
557;18740;Far from the Madding Crowd;Thomas Hardy, Rosemarie Morgan, Shannon Russell;eng;Intermediate;392;87427;genre fiction;199773;1198638;1359;624;HarperCollins Publishers;3969
558;19870;Equal Rites;Terry Pratchett;eng;Intermediate;40;88673;genre fiction;14553;0;99;625;Amazon Digital Services,  Inc.;3969
559;20000;House of Leaves;Mark Z. Danielewski;eng;Excellent;413;75469;genre fiction;43953;0;299;625;Amazon Digital Services,  Inc.;3969
560;19930;Cruel & Unusual;Patricia Cornwell;nl;Excellent;411;83695;genre fiction;43953;263718;299;626;Amazon Digital Services,  Inc.;3969
561;20130;Sycamore Row;John Grisham;eng;Intermediate;398;56315;genre fiction;107457;644742;731;627;Penguin Group (USA) LLC;3969
562;20110;Awakened;P.C. Cast, Kristin Cast;en-US;Excellent;402;101234;genre fiction;67598;405588;463;628;Hachette Book Group;3942
563;19180;My Ãntonia;Willa Cather;eng;Intermediate;376;81102;genre fiction;58254;0;399;629;Amazon Digital Services,  Inc.;3942
564;20060;Life As We Knew It;Susan Beth Pfeffer;eng;Intermediate;389;94282;nonfiction;109792;658752;752;629;Amazon Digital Services,  Inc.;3942
565;20040;America (The Book): A Citizen's Guide to Democracy Inaction;Jon Stewart, Ben Karlin, David Javerbaum, Rich Bloomquist, Steve Bodow, Tim Carvell, Eric Drysdale, J.R. Havlan, Scott Jacobson, Tom Johnson, Rob Kutner, Chris Regan, Jason Reich, Jason Ross, Stephen Colbert, Samantha Bee, Rob Corddry, Brendan Hay, Ed Helms;eng;Excellent;402;74511;nonfiction;116654;699924;799;630;Random House LLC;3942
566;20040;90 Minutes in Heaven;Don Piper, Cecil Murphey;;Intermediate;391;67937;genre fiction;125122;750732;857;631;Amazon Digital Services,  Inc.;3942
567;20120;The Longest Ride;Nicholas Sparks;eng;Excellent;414;71276;genre fiction;14454;0;99;631;Amazon Digital Services,  Inc.;3942
568;-3000;é“å¾·ç¶“ [dÃ o dÃ© jÄ«ng];Lao Tzu, Gia-Fu Feng, Jane English, Chungliang Al Huang, Rowena Pattee Kryder, Toinette Lippe;eng;Excellent;431;39863;genre fiction;66555;39933;459;632;Penguin Group (USA) LLC;3915
569;19790;Kane and Abel;Jeffrey Archer;en-US;Excellent;427;74052;fiction;72355;0;499;632;Amazon Digital Services,  Inc.;3915
570;20080;Change of Heart;Jodi Picoult;en-US;Intermediate;391;86471;genre fiction;99035;59421;683;634;Simon and Schuster Digital Sales Inc;3915
571;20030;Dry: A Memoir;Augusten Burroughs;eng;Excellent;401;70550;children;144855;86913;999;635;Amazon Digital Services,  Inc.;3915
572;20010;Sam's Letters To Jennifer;James Patterson;;Excellent;415;77538;genre fiction;86855;52113;599;636;Hachette Book Group;3915
573;20150;Grey;E.L. James;en-GB;Intermediate;376;75320;genre fiction;113472;680832;788;637;Hachette Book Group;3888
574;19690;Dune Messiah ;Frank Herbert;eng;Intermediate;386;82580;genre fiction;57057;0;399;641;Amazon Digital Services,  Inc.;3861
575;19450;The Great Divorce;C.S. Lewis;en-US;Excellent;428;75031;fiction;142857;857142;999;642;Penguin Group (USA) LLC;3861
576;20040;Little Earthquakes;Jennifer Weiner;;Intermediate;376;77592;nonfiction;10725;6435;75;645;Random House LLC;3861
577;18350;Eventyr og historier;Hans Christian Andersen, Lily Owens, Arthur Rackham, Hans Richter;eng;Excellent;428;90999;genre fiction;70858;0;499;646;Amazon Digital Services,  Inc.;3834
578;20090;New Moon: The Complete Illustrated Movie Companion;Mark Cotta Vaz;en-US;Excellent;434;82399;genre fiction;156058;936348;1099;647;Penguin Group (USA) LLC;61560
579;20140;Maybe Someday;Colleen Hoover;eng;Excellent;433;81707;genre fiction;96986;581916;683;649;Random House LLC;61128
580;19990;Mr Maybe;Jane Green;eng;Novice;341;78132;genre fiction;56259;0;399;651;Amazon Digital Services,  Inc.;61128
581;19150;Anne of the Island;L.M. Montgomery;eng;Excellent;421;97049;genre fiction;13959;83754;99;652;Random House LLC;60696
582;18830;Also sprach Zarathustra;Friedrich Nietzsche, Walter Kaufmann;eng;Excellent;405;65362;genre fiction;103071;618426;731;652;Penguin Group (USA) LLC;59400
583;18540;North and South;Elizabeth Gaskell, Alan Shelston;eng;Excellent;413;95274;genre fiction;56259;0;399;653;Amazon Digital Services,  Inc.;58968
584;20110;A Stolen Life;Jaycee Dugard;en-US;Intermediate;389;72713;fiction;5586;0;399;655;Amazon Digital Services,  Inc.;57240
585;20100;The Immortals of Meluha;Amish Tripathi;eng;Intermediate;40;62784;genre fiction;4186;25116;299;658;Amazon Digital Services,  Inc.;56808
586;19950;The Lost World;Michael Crichton;eng;Intermediate;372;83389;genre fiction;13986;83916;999;658;Amazon Digital Services,  Inc.;55728
587;20130;Requiem;Lauren Oliver;eng;Intermediate;374;100593;genre fiction;6986;0;499;659;Amazon Digital Services,  Inc.;55080
588;19960;A Crown of Swords;Robert Jordan;eng;Intermediate;40;86421;nonfiction;13761;0;99;661;Amazon Digital Services,  Inc.;54000
589;-5600;Aesopica;Aesop, Laura Harris, Laura Gibbs;eng;Excellent;405;88508;genre fiction;69361;0;499;663;Amazon Digital Services,  Inc.;53784
590;19850;Blood Meridian: Or the Evening Redness in the West;Cormac McCarthy;eng;Excellent;418;71095;genre fiction;72588;435528;526;665;Penguin Group (USA) LLC;53784
591;20120;Finale;Becca Fitzpatrick;eng;Excellent;422;107569;genre fiction;151662;909972;1099;666;Penguin Group (USA) LLC;53784
592;19850;Skeleton Crew;Stephen King;eng;Intermediate;393;82320;genre fiction;95772;574632;694;668;Random House LLC;53568
593;20020;Lullaby;Chuck Palahniuk;;Intermediate;373;66713;genre fiction;109463;656778;799;671;Hachette Book Group;53352
594;20090;Two States;Chetan Bhagat;eng;Intermediate;342;67866;genre fiction;8364;50184;615;675;Amazon Digital Services,  Inc.;53352
595;20050;ãƒ´ã‚¡ãƒ³ãƒ‘ã‚¤ã‚¢é¨Žå£« 1;Matsuri Hino, Tomo Kimura;eng;Excellent;41;89733;nonfiction;122536;0;901;675;Amazon Digital Services,  Inc.;53136
596;20020;Summer Knight;Jim Butcher;eng;Excellent;43;91012;genre fiction;54264;0;399;676;Amazon Digital Services,  Inc.;52920
597;19680;Dragonflight;Anne McCaffrey, Teodor PanasiÅ„ski;eng;Excellent;41;95378;genre fiction;13365;0;99;679;Amazon Digital Services,  Inc.;52488
598;20070;The History of the Hobbit, Part One: Mr. Baggins;John D. Rateliff, J.R.R. Tolkien;eng;Intermediate;381;108399;genre fiction;53865;0;399;680;Amazon Digital Services,  Inc.;52488
599;20140;Ugly Love;Colleen Hoover;eng;Excellent;43;107583;genre fiction;80865;48519;599;681;Random House LLC;52488
600;19980;Chocolat;Joanne Harris;eng;Intermediate;395;84770;nonfiction;87368;524208;652;682;Amazon Digital Services,  Inc.;52056
601;19770;The Amityville Horror;Jay Anson;eng;Intermediate;382;80959;genre fiction;119126;714756;889;684;Hachette Book Group;52056
602;19920;The English Patient;Michael Ondaatje;;Intermediate;388;83741;genre fiction;66367;0;499;688;Amazon Digital Services,  Inc.;51840
603;20120;Gabriel's Rapture;Sylvain Reynard;eng;Excellent;422;91213;genre fiction;53067;0;399;689;Amazon Digital Services,  Inc.;51624
604;19140;Dubliners;James Joyce, Jeri Johnson;eng;Intermediate;385;73140;fiction;39767;238602;299;690;Random House LLC;51408
605;20090;Let the Great World Spin;Colum McCann;en-US;Intermediate;393;71515;genre fiction;39468;0;299;692;Amazon Digital Services,  Inc.;51192
606;20030;The Eternity Code;Eoin Colfer;eng;Excellent;404;94437;fiction;39468;0;299;692;Amazon Digital Services,  Inc.;51192
607;20010;Tell No One;Harlan Coben;eng;Excellent;411;78070;genre fiction;39468;236808;299;693;Amazon Digital Services,  Inc.;50976
608;19870;The Tommyknockers;Stephen King;eng;Famous;348;89262;genre fiction;79068;0;599;693;Amazon Digital Services,  Inc.;50760
609;20100;Hex Hall;Rachel Hawkins;eng;Intermediate;396;109881;fiction;52668;0;399;693;Amazon Digital Services,  Inc.;50544
610;20100;Steal Like an Artist;Austin Kleon;en-US;Intermediate;386;93625;genre fiction;13068;78408;99;694;Amazon Digital Services,  Inc.;50328
611;19990;Cryptonomicon;Neal Stephenson;eng;Excellent;425;72683;children;32736;196416;248;694;Random House LLC;50112
612;20130;Beautiful Bastard;Christina Lauren;eng;Excellent;405;111668;genre fiction;39468;0;299;695;Amazon Digital Services,  Inc.;49896
613;20000;Prodigal Summer;Barbara Kingsolver;en-US;Intermediate;398;78529;genre fiction;26069;156414;199;696;Simon and Schuster Digital Sales Inc;49896
